2.7417,28.4991,6.5
2.7455,28.3928,6.5
2.7563,28.2871,6.5
2.7488,28.1809,6.5
2.7091,28.0821,6.5
2.6709,27.9828,6.5
2.646,27.8792,6.5
2.6188,27.7763,6.5
2.5826,27.6762,6.5
2.5265,27.5885,6.5
2.461,27.5049,6.5
2.4035,27.4153,6.5
2.3166,27.3559,6.5
2.2281,27.2974,6.5
2.1226,27.284,6.5
2.0162,27.2894,6.5
1.917,27.3218,6.5
1.8305,27.384,6.5
1.7504,27.4497,6.5
1.7488,27.5553,6.5
1.772,27.6593,6.5
1.789,27.7638,6.5
1.7837,27.8702,6.5
1.7635,27.9744,6.5
1.7377,28.0777,6.5
1.7131,28.1813,6.5
1.7001,28.287,6.5
1.6991,28.3934,6.5
1.6991,28.5,6.5
3.9427,28.4507,4.999913823
3.956,28.2965,4.999913823
3.9237,28.1432,4.999913823
3.8778,27.9933,4.999913823
3.8134,27.8518,4.999913823
3.7389,27.7142,4.999913823
3.6239,27.6099,4.999913823
3.4986,27.5158,4.999913823
3.3742,27.4203,4.999913823
3.2501,27.3258,4.999913823
3.099,27.284,4.999913823
2.9498,27.2363,4.999913823
2.8082,27.172,4.999913823
2.6718,27.0983,4.999913823
2.5234,27.0483,4.999913823
2.3714,27.0099,4.999913823
2.2157,26.9969,4.999913823
2.0608,27.0114,4.999913823
1.9072,27.0429,4.999913823
1.7711,27.1123,4.999913823
1.6766,27.235,4.999913823
1.6511,27.3859,4.999913823
1.6444,27.5413,4.999913823
1.5924,27.6892,4.999913823
1.5332,27.8342,4.999913823
1.4922,27.9845,4.999913823
1.4652,28.1387,4.999913823
1.4406,28.2931,4.999913823
1.4324,28.4496,4.999913823
5.4165,28.4188,4.999913823
5.535,28.2483,4.999913823
5.6635,28.0848,4.999913823
5.7622,27.9002,4.999913823
5.8961,27.7392,4.999913823
6.0327,27.5806,4.999913823
6.1703,27.4228,4.999913823
6.3033,27.2612,4.999913823
6.4356,27.0989,4.999913823
6.5775,26.9454,4.999913823
6.7241,26.7962,4.999913823
6.8658,26.6422,4.999913823
6.9978,26.4819,4.999913823
7.0464,26.2882,4.999913823
6.936,26.1324,4.999913823
6.7446,26.0677,4.999913823
6.5379,26.0923,4.999913823
6.337,26.151,4.999913823
6.1358,26.2091,4.999913823
5.9326,26.2588,4.999913823
5.7275,26.3006,4.999913823
5.5207,26.3334,4.999913823
5.315,26.3705,4.999913823
5.1186,26.4431,4.999913823
4.919,26.5054,4.999913823
4.7188,26.5653,4.999913823
4.5193,26.626,4.999913823
4.3142,26.6682,4.999913823
4.1091,26.7105,4.999913823
3.9042,26.7533,4.999913823
3.7005,26.8017,4.999913823
3.4933,26.829,4.999913823
3.2864,26.8036,4.999913823
3.077,26.8036,4.999913823
2.8677,26.8009,4.999913823
2.6587,26.7894,4.999913823
2.4498,26.777,4.999913823
2.2443,26.7514,4.999913823
2.0407,26.714,4.999913823
1.85,26.771,4.999913823
1.681,26.8947,4.999913823
1.5182,27.0259,4.999913823
1.3957,27.188,4.999913823
1.3505,27.3914,4.999913823
1.3103,27.5965,4.999913823
1.2575,27.799,4.999913823
1.2145,28.0038,4.999913823
1.1751,28.2089,4.999913823
1.1103,28.408,4.999913823
2.0738,26.4252,5.49984919
2.337,26.427,5.49984919
2.6016,26.4119,5.49984919
2.8662,26.3968,5.49984919
3.1308,26.3816,5.49984919
3.3954,26.3665,5.49984919
3.655,26.3149,5.49984919
3.9138,26.2578,5.49984919
4.1726,26.2006,5.49984919
4.4314,26.1434,5.49984919
4.6902,26.0862,5.49984919
4.949,26.0291,5.49984919
5.2078,25.9719,5.49984919
5.4664,25.914,5.49984919
5.725,25.8561,5.49984919
5.9837,25.7983,5.49984919
6.2423,25.7404,5.49984919
6.4986,25.6745,5.49984919
6.7478,25.5842,5.49984919
6.997,25.4939,5.49984919
7.2462,25.4037,5.49984919
7.4954,25.3134,5.49984919
7.7446,25.2231,5.49984919
7.9852,25.116,5.49984919
8.2049,24.9677,5.49984919
8.4245,24.8193,5.49984919
8.6492,24.6809,5.49984919
8.899,24.5923,5.49984919
9.1488,24.5037,5.49984919
9.4013,24.5596,5.49984919
9.3966,24.7464,5.49984919
9.2751,24.982,5.49984919
9.1457,25.2109,5.49984919
8.9361,25.3731,5.49984919
8.7264,25.5353,5.49984919
8.5168,25.6974,5.49984919
8.3072,25.8596,5.49984919
8.0976,26.0218,5.49984919
7.9084,26.2059,5.49984919
7.7329,26.4045,5.49984919
7.5574,26.603,5.49984919
7.3818,26.8016,5.49984919
7.2063,27.0002,5.49984919
7.0308,27.1988,5.49984919
6.907,27.4331,5.49984919
6.7832,27.6675,5.49984919
6.6595,27.9019,5.49984919
6.5357,28.1362,5.49984919
6.412,28.3706,5.49984919
7.0115,28.2996,4.999913823
7.1668,28.0061,4.999913823
7.3453,27.7265,4.999913823
7.5389,27.4567,4.999913823
7.7507,27.2019,4.999913823
7.975,26.9571,4.999913823
8.194,26.7075,4.999913823
8.4311,26.4754,4.999913823
8.6878,26.2656,4.999913823
8.9632,26.08,4.999913823
9.2403,25.8978,4.999913823
9.5338,25.7425,4.999913823
9.8296,25.5914,4.999913823
10.1349,25.4619,4.999913823
10.438,25.3265,4.999913823
10.7376,25.1833,4.999913823
11.0491,25.0684,4.999913823
11.3429,24.9176,4.999913823
11.4925,24.6432,4.999913823
11.4056,24.3474,4.999913823
11.1302,24.1645,4.999913823
10.8813,23.9509,4.999913823
10.5704,23.8341,4.999913823
10.2419,23.8186,4.999913823
9.9423,23.6787,4.999913823
9.6174,23.6127,4.999913823
9.2881,23.6345,4.999913823
8.9705,23.7262,4.999913823
8.6711,23.8692,4.999913823
8.4073,24.0707,4.999913823
8.122,24.2407,4.999913823
7.8591,24.4435,4.999913823
7.5767,24.6171,4.999913823
7.2814,24.7691,4.999913823
6.979,24.9061,4.999913823
6.6736,25.0367,4.999913823
6.365,25.1593,4.999913823
6.0542,25.2765,4.999913823
5.7264,25.3284,4.999913823
5.4181,25.4484,4.999913823
5.1107,25.5741,4.999913823
4.8022,25.6969,4.999913823
4.4955,25.8244,4.999913823
4.1728,25.8983,4.999913823
3.8454,25.9466,4.999913823
3.5133,25.9384,4.999913823
3.1813,25.9324,4.999913823
2.852,25.9633,4.999913823
2.5239,26.0112,4.999913823
2.1953,25.9917,4.999913823
1.8757,25.9514,4.999913823
1.5838,26.0943,4.999913823
1.4267,26.3829,4.999913823
1.3039,26.6909,4.999913823
1.2322,27.0142,4.999913823
1.1648,27.3387,4.999913823
1.0603,27.6538,4.999913823
0.9804,27.9761,4.999913823
0.9196,28.302,4.999913823
7.2119,28.2936,4.000043089
7.3774,27.9946,4.000043089
7.5727,27.7142,4.000043089
7.7733,27.4375,4.000043089
8.0092,27.1903,4.000043089
8.233,26.9319,4.000043089
8.4659,26.682,4.000043089
8.7233,26.4572,4.000043089
9.0074,26.2674,4.000043089
9.2889,26.0741,4.000043089
9.591,25.9142,4.000043089
9.8951,25.7583,4.000043089
10.2092,25.6248,4.000043089
10.5208,25.4849,4.000043089
10.8291,25.3375,4.000043089
11.1497,25.2192,4.000043089
11.4499,25.0606,4.000043089
11.642,24.8017,4.000043089
11.6689,24.4661,4.000043089
11.4991,24.1911,4.000043089
11.2156,24.0032,4.000043089
10.9553,23.788,4.000043089
10.6353,23.6678,4.000043089
10.2979,23.646,4.000043089
9.988,23.506,4.000043089
9.6539,23.4359,4.000043089
9.3144,23.4487,4.000043089
8.984,23.5299,4.000043089
8.672,23.6684,4.000043089
8.3915,23.8612,4.000043089
8.1033,24.044,4.000043089
7.8262,24.2431,4.000043089
7.5422,24.4317,4.000043089
7.2394,24.59,4.000043089
6.9291,24.733,4.000043089
6.615,24.8678,4.000043089
6.2975,24.994,4.000043089
5.9765,25.1101,4.000043089
5.6386,25.1611,4.000043089
5.3241,25.2945,4.000043089
5.0074,25.4229,4.000043089
4.6902,25.5501,4.000043089
4.374,25.679,4.000043089
4.038,25.7419,4.000043089
3.6989,25.7644,4.000043089
3.3572,25.757,4.000043089
3.0157,25.7545,4.000043089
2.6788,25.8117,4.000043089
2.3388,25.8326,4.000043089
2.0128,25.752,4.000043089
1.6803,25.8151,4.000043089
1.4087,26.0167,4.000043089
1.2577,26.3231,4.000043089
1.1327,26.6405,4.000043089
1.0579,26.973,4.000043089
0.9875,27.3066,4.000043089
0.8818,27.6313,4.000043089
0.8002,27.9632,4.000043089
0.7338,28.2974,4.000043089
8.4987,28.2658,4.000043089
8.5972,27.9251,4.000043089
8.8399,27.697,4.000043089
9.1247,27.4918,4.000043089
9.4469,27.3437,4.000043089
9.7381,27.1427,4.000043089
10.0686,27.0197,4.000043089
10.4173,26.955,4.000043089
10.7648,26.8846,4.000043089
11.1097,26.8023,4.000043089
11.4451,26.6889,4.000043089
11.7793,26.5701,4.000043089
12.1183,26.4667,4.000043089
12.4506,26.343,4.000043089
12.7876,26.2325,4.000043089
13.1209,26.1114,4.000043089
13.4676,26.0463,4.000043089
13.8194,26.0018,4.000043089
14.1649,25.9236,4.000043089
14.4921,25.7878,4.000043089
14.7972,25.6086,4.000043089
15.092,25.4115,4.000043089
15.3869,25.2657,4.000043089
15.5863,24.9791,4.000043089
15.756,24.6908,4.000043089
15.6945,24.3422,4.000043089
15.4963,24.0586,4.000043089
15.2408,23.8151,4.000043089
14.9586,23.6035,4.000043089
14.6427,23.4423,4.000043089
14.3481,23.2451,4.000043089
14.0333,23.0819,4.000043089
13.7173,22.921,4.000043089
13.3893,22.8065,4.000043089
13.0583,22.6989,4.000043089
12.7263,22.5778,4.000043089
12.3872,22.4772,4.000043089
12.0562,22.3507,4.000043089
11.7151,22.2537,4.000043089
11.3687,22.1797,4.000043089
11.0254,22.0911,4.000043089
10.6829,21.9995,4.000043089
10.344,21.8955,4.000043089
9.9949,21.8591,4.000043089
9.6404,21.8626,4.000043089
9.286,21.877,4.000043089
8.9319,21.8959,4.000043089
8.5794,21.9293,4.000043089
8.2326,22.0025,4.000043089
7.8889,22.0894,4.000043089
7.6028,22.2981,4.000043089
7.307,22.4938,4.000043089
7.0122,22.6909,4.000043089
